,Clasificacion,Producto,Precio Actual,Precio Anterior,Forma de pago
530,deportes-y-ocio-li,Bicicleta Mercurio Ranger Pro R29 Negro,"$6,319MXN","$9,999",$499 mensuales con  Crédito 
531,deportes-y-ocio-li,Tenis Trainning Infusion Puma para Hombre,"$1,999MXN",0,$158 mensuales con  Crédito 
532,deportes-y-ocio-li,TRICICLO DE CARGA MAGNUM MERCURIO ENTREGA SÓLO VÁLIDA EN LA CIUDAD DE MÉXICO Y ZONA METROPOLITANA,"$6,279MXN","$11,579",$496 mensuales con  Crédito 
533,deportes-y-ocio-li,Bicicleta Plegable R20 Acero 7 Velocidades Freno Vbreak Portabultos Campana Negra,"$2,699MXN","$5,999",$214 mensuales con  Crédito 
534,deportes-y-ocio-li,Sudadera Puma para Hombre,"$1,199MXN",0,$95 mensuales con  Crédito 
535,deportes-y-ocio-li,Bicicleta Monk Classic 21 Velocidades Rodada 28 Shimano Blanco,"$5,999MXN","$9,399",$474 mensuales con  Crédito 
536,deportes-y-ocio-li,Bicicleta Montaña Rodada 29 21 Velocidades Kugel Di-max Plata,"$5,999MXN","$10,599",$474 mensuales con  Crédito 
537,deportes-y-ocio-li,Bicicleta Ghost Row Rodada 29 Gris De Montaña,"$5,999MXN","$12,098.9",$474 mensuales con  Crédito 
538,deportes-y-ocio-li,Bajo Eléctrico Yamaha TRBX174 Con Funda y Afinador-Sunburst,"$5,900MXN","$8,399",$466 mensuales con  Crédito 
539,deportes-y-ocio-li,Tenis Converse Chuck Taylor Classic All Star Optical White Unisex Original M7652C,"$1,179MXN","$1,499",$94 mensuales con  Crédito 
540,deportes-y-ocio-li,Bicicleta Montaña Rodada 26 21 Velocidades Kugel Rainier,"$5,799MXN","$8,399",$458 mensuales con  Crédito 
541,deportes-y-ocio-li,Tenis Nike Air Jordan 1 Retro OG ,"$5,790MXN","$6,900",$457 mensuales con  Crédito 
542,deportes-y-ocio-li,Caminadora Runtech-Advance eléctrica con bocina bluetooth Azul con Negro,"$6,999MXN","$13,999",$553 mensuales con  Crédito 
543,deportes-y-ocio-li,Tenis Running Amare Puma para Hombre,"$1,799MXN",0,$142 mensuales con  Crédito 
544,deportes-y-ocio-li,Bicicleta Spinning 8 kg Bicicleta Fija Estatica Indoor Azul CH,"$2,890MXN","$4,700",$229 mensuales con  Crédito 
545,deportes-y-ocio-li,Tenis Casual Court Revival Adidas para Mujer,"$2,199MXN",0,$174 mensuales con  Crédito 
546,deportes-y-ocio-li,"Bicicleta de Montaña 17"" R26 Mongoose Launch de aluminio ","$6,399MXN","$7,999",$506 mensuales con  Crédito 
547,deportes-y-ocio-li,Creatina Monohidratada Birdman 600g,$955MXN,"$1,003",$76 mensuales con  Crédito 
548,deportes-y-ocio-li,Teclado Portátil Básico Yamaha Psr-E273 Negro,"$5,139MXN","$7,139",$406 mensuales con  Crédito 
549,deportes-y-ocio-li,Caminadora Eléctrica Altera Velocidad 12 km/h 2 HP Bocinas Bluetooth 4 Niveles de Altura Control Fit Watch,"$5,699MXN","$6,839",$450 mensuales con  Crédito 
550,deportes-y-ocio-li,Tenis Casual R78 Trek Puma para Hombre,"$1,899MXN",0,$150 mensuales con  Crédito 
551,deportes-y-ocio-li,Guitarra Eléctrica Smithfire Tel-110Paksbs Sombreada (Paquete),"$3,165MXN","$4,399",$250 mensuales con  Crédito 
552,deportes-y-ocio-li,Bicicleta Urbana para Mujer Rodada 26 Tulum Retro con Canasta Color Roja Turbo ,"$7,049MXN",0,$557 mensuales con  Crédito 
553,deportes-y-ocio-li,Set 2 Cabezas Movil Aro Rgb Robotica 90w Con Mochila,"$5,399MXN","$7,999",$427 mensuales con  Crédito 
554,deportes-y-ocio-li,Tenis Under Armour Lockdown 6 Hombre Básquetbol ,"$1,799MXN","$2,199",$142 mensuales con  Crédito 
555,deportes-y-ocio-li,COLCHON INFLABLE TAMAÑO QUEEN CON BOMBA ELÉCTRICA ,"$1,349MXN","$1,899",$107 mensuales con  Crédito 
556,deportes-y-ocio-li,Tenis Puma Caven para Hombre 380810-16 ,"$1,699MXN","$1,999",$135 mensuales con  Crédito 
557,deportes-y-ocio-li,Violi­n Acustico 4/4 Profesional Madera Fina Negro Estudiante Musica,$859MXN,"$1,499",$68 mensuales con  Crédito 
558,deportes-y-ocio-li,BICICLETA MERCURIO RANGER R26 VERDE ALUMINIO,"$5,030MXN","$10,479",$397 mensuales con  Crédito 
559,deportes-y-ocio-li,Tenis Nike Mujer Air Force 1Mid Casual  Original,"$2,499MXN","$2,999",$198 mensuales con  Crédito 
560,deportes-y-ocio-li,CASCO KOV KX1 CARBON,"$1,299MXN","$1,780",$103 mensuales con  Crédito 
561,deportes-y-ocio-li,Bafle Mitzu GEM-5715 15 Circle Light KSR-LINK 30w END,"$1,919MXN","$2,569",$152 mensuales con  Crédito 
562,deportes-y-ocio-li,Bicicleta De Montaña Huffy Scout Rodada 24 Doble Freno,"$4,950MXN","$6,200",$391 mensuales con  Crédito 
563,deportes-y-ocio-li,Carpa 3x6 m Jardimanía Toldo Antisombra Plegable y Portátil Roja,"$2,399MXN","$3,199",$190 mensuales con  Crédito 
564,deportes-y-ocio-li,Bicicleta Mercurio DH Kaizer R26 Negro Azul,"$4,900MXN","$7,197",$387 mensuales con  Crédito 
565,deportes-y-ocio-li,TENIS REEBOK UNISEX BLANCO REEBOK ROYAL COMPLETE CLN2 EG9416,"$1,029MXN","$1,339",$82 mensuales con  Crédito 
566,deportes-y-ocio-li,Jersey para Hombre Atlas Charly,"$1,599MXN",0,$127 mensuales con  Crédito 
567,deportes-y-ocio-li,Tenis adidas Deportivo TF Para Fútbol Rápido,"$1,199MXN","$1,499",$95 mensuales con  Crédito 
568,deportes-y-ocio-li,Tenis DC SHOES Unisex Notch Tx Mx Negro ADYS100518BB2,$649MXN,"$1,239",$52 mensuales con  Crédito 
569,deportes-y-ocio-li,Caminadora Unifitness Multifunción,"$4,699MXN","$5,890",$371 mensuales con  Crédito 
570,deportes-y-ocio-li,Guitarra Smithfire Elect Smi111 Sombreada,"$2,985MXN","$3,729",$236 mensuales con  Crédito 
571,deportes-y-ocio-li,Conjunto Puma para Hombre,"$1,699MXN",0,$135 mensuales con  Crédito 
572,deportes-y-ocio-li,Mountain Bike Bici De Aluminio Shimano Messer Monk22 Amarillo,"$4,599MXN","$8,149",$363 mensuales con  Crédito 
573,deportes-y-ocio-li,Bicicleta Spinning Fija 20 Kilos Profesional Cardio Indoor Negro,"$4,590MXN","$7,559",$363 mensuales con  Crédito 
574,deportes-y-ocio-li,Bicicleta Spinning Fija 20 Kilos Profesional Cardio Indoor Blanco,"$4,590MXN","$7,559",$363 mensuales con  Crédito 
575,deportes-y-ocio-li,Tenis Hoka Clifton 9 Harbor Hombre Correr Running ,"$4,589MXN","$5,999",$363 mensuales con  Crédito 
576,deportes-y-ocio-li,Traje CRESSI Apnea Neopreno 3.5 mm Apnea Pesca Submarina,"$4,499MXN","$6,089",$356 mensuales con  Crédito 
577,deportes-y-ocio-li,Bicicleta De Montaña Rodada 29 Kugel Messer Mtb Verde,"$4,499MXN","$9,899",$356 mensuales con  Crédito 
578,deportes-y-ocio-li,Combo de tablero y aro de baloncesto LIFETIME (policarbonato de 48 pulgadas),"$4,499MXN","$4,999",$356 mensuales con  Crédito 
579,deportes-y-ocio-li,Mancuerna Hexagonal 25 libras (2 pzas) Negro,"$1,599MXN","$2,209",$127 mensuales con  Crédito 
580,deportes-y-ocio-li,Tenis Casual Rickie Puma para Hombre,"$1,049MXN","$1,499",$83 mensuales con  Crédito 
581,deportes-y-ocio-li,Barra Dominadas 8 En 1 Aros Fondos Abdomen Gym Pared Box,"$1,199MXN","$2,099",$95 mensuales con  Crédito 
582,deportes-y-ocio-li,Tenis Casual Court Platform Adidas para Mujer,"$1,499MXN",0,$119 mensuales con  Crédito 
583,deportes-y-ocio-li,TECLADO MUSICAL KAISER MTC-5495 61 TECLAS CON LUZ ENDY3,"$2,209MXN","$4,999",$175 mensuales con  Crédito 
584,deportes-y-ocio-li,Tenis Nike De Hombre Quest 5 Dd0204 005 Correr,"$1,599MXN","$1,999",$127 mensuales con  Crédito 
585,deportes-y-ocio-li,TENIS ASICS MUJER MULTICOLOR NOOSA TRI 14  1012B208.702 + CALCETAS DE REGALO,"$2,179MXN","$3,299",$172 mensuales con  Crédito 
586,deportes-y-ocio-li,Sudadera para Hombre Negra Mx Racing,$599MXN,0,$48 mensuales con  Crédito 
587,deportes-y-ocio-li,Elíptica Trainer Unifitness,"$4,299MXN","$6,148",$340 mensuales con  Crédito 
588,deportes-y-ocio-li,Bicicleta Ghost Claw Rodada 29 Verde De Montaña,"$4,299MXN","$8,798.9",$340 mensuales con  Crédito 
589,deportes-y-ocio-li,Tenis Casual Wm Ward  Vans para Mujer,"$1,399MXN",0,$111 mensuales con  Crédito 
590,deportes-y-ocio-li,TENIS REEBOK UNISEX NEGRO REEBOK NANO X3 HP6041 + CALCETAS DE REGALO,"$2,139MXN","$2,999",$169 mensuales con  Crédito 
591,deportes-y-ocio-li,Mezcladora Amplificada Mixer Bluetooth 8 Canales 24 Efectos ,"$2,099MXN","$5,199",$166 mensuales con  Crédito 
592,deportes-y-ocio-li,Tenis De Fútbol Rápido adidas Copa Pure.4 TF Multitaco Negro,"$1,399MXN","$1,699",$111 mensuales con  Crédito 
593,deportes-y-ocio-li,Creatina Monohidratada De Alta Pureza Birdman 450 grs,$699MXN,$899,$56 mensuales con  Crédito 
594,deportes-y-ocio-li,TENIS REEBOK UNISEX BLANCO REEBOK PRINCESS BS8458 + CALCETAS,"$1,329MXN","$1,589",$105 mensuales con  Crédito 
595,deportes-y-ocio-li,Bicicleta Fija Stingray SFMANBK,"$2,060MXN","$2,416",$163 mensuales con  Crédito 
596,deportes-y-ocio-li,Gorra Azul Redbull New Era Checo P Unisex,"$1,099MXN",0,$87 mensuales con  Crédito 
597,deportes-y-ocio-li,Tacos adidas Fútbol Predator 18.1 Negro Fg Para Pasto,"$3,999MXN","$4,199",$316 mensuales con  Crédito 
598,deportes-y-ocio-li,Bicicleta fija estática de spinning para ejercicio bw-dy7702b,"$3,999MXN","$5,699",$316 mensuales con  Crédito 
599,deportes-y-ocio-li,Tenis Nike Zoom Winflo 8 SHIELD Original DC3730 002,"$1,999MXN","$2,599",$158 mensuales con  Crédito 
600,deportes-y-ocio-li,Tenis Nike Para Hombre Air Max Bolt Cu4151 004 Gris Negro Entrenamiento,"$1,999MXN","$2,099",$158 mensuales con  Crédito 
601,deportes-y-ocio-li,Ecualizador   231S ,"$5,328MXN","$6,965",$421 mensuales con  Crédito 
602,deportes-y-ocio-li,Ecualizador   231S ,"$5,328MXN","$6,965",$421 mensuales con  Crédito 
603,deportes-y-ocio-li,Tenis para Hombre Rojo Ferrari Puma Tiburion,"$1,319MXN","$2,199",$105 mensuales con  Crédito 
604,deportes-y-ocio-li,Tenis adidas Advantage Court Originales,$989MXN,"$1,099",$79 mensuales con  Crédito 
605,deportes-y-ocio-li,Tenis Nike Air Jordan 1 Zoom Comfort 2,"$4,000MXN","$4,890",$316 mensuales con  Crédito 
606,deportes-y-ocio-li,Tenis Running Adidas Supernova 2 X para Caballero,"$2,599MXN",0,$206 mensuales con  Crédito 
607,ferreteria-y-autos-li,Aceite Motor 5w30 100% Sintetico Api SN 5 Lts Hella ,$589MXN,$863,$47 mensuales con  Crédito 
608,ferreteria-y-autos-li,Aspiradora de 6 Galones y 3.5 Hp para Seco y Mojado Mod. Cmxevbe17584 Craftsman,"$1,679MXN","$2,399",$133 mensuales con  Crédito 
609,ferreteria-y-autos-li,Llanta 205/55R16 MICHELIN PRIMACY 4+ 91V,"$3,538MXN",0,$280 mensuales con  Crédito 
610,ferreteria-y-autos-li,Soldadora Microalambre Inversora con Gas 120a 110v Maquina Soldar,"$3,099MXN","$5,599",$245 mensuales con  Crédito 
611,ferreteria-y-autos-li,Escalera de Extensión Cuprum Mod 494-20,"$3,369MXN","$4,499",$266 mensuales con  Crédito 
612,ferreteria-y-autos-li,Sierra Ingletadora Deslizante 1800w Disco 10' Guia Laser,"$3,699MXN","$4,899",$292 mensuales con  Crédito 
613,ferreteria-y-autos-li,Escalera Convertible de 13 Escalones Cuprum,"$2,469MXN","$3,299",$195 mensuales con  Crédito 
614,ferreteria-y-autos-li,Prensa Hidraulica 20 Toneladas Con Gato Hidraulico GUTSTARK,"$4,799MXN","$10,999",$379 mensuales con  Crédito 
615,ferreteria-y-autos-li,Sierra Banco 10 Pulgadas Mesa Portátil 1800w 4500rpm Sierra Mesa,"$3,999MXN","$4,999",$316 mensuales con  Crédito 
616,ferreteria-y-autos-li,Aspiradora de 12 Galones y 6 Hp para Seco y Mojado Mod. Cmxevbe17594 Craftsman,"$2,969MXN","$4,249",$235 mensuales con  Crédito 
617,ferreteria-y-autos-li,Desbrozadora Swedish Husky HKD5200,"$1,655MXN","$1,999",$131 mensuales con  Crédito 
618,ferreteria-y-autos-li,Escalera Convertible de Aluminio (17 Escalones) Cuprum C-2287-17,"$3,839MXN","$5,129",$303 mensuales con  Crédito 
619,ferreteria-y-autos-li,Hidrolavadora Eléctrica Tipo Karcher 1300 Psi Pretul ,"$1,100MXN","$1,295",$87 mensuales con  Crédito 
620,ferreteria-y-autos-li,Gato Patín Oem 2 Toneladas con Portafolio,$689MXN,$919,$55 mensuales con  Crédito 
621,ferreteria-y-autos-li,Aspiradora de 9 Galones y 4.25 Hp para Seco y Mojado Mod. Cmxevbe17590 Craftsman,"$2,109MXN","$3,249",$167 mensuales con  Crédito 
622,ferreteria-y-autos-li,AVERA Calentador Boiler de Agua Instantáneo para Gas LP 1 servicio C6L,"$1,443MXN","$2,209",$114 mensuales con  Crédito 
623,ferreteria-y-autos-li,Escalera de Aluminio Tipo Tijera (6 Escalones) Cuprum C-2312-07N,"$1,869MXN","$2,499",$148 mensuales con  Crédito 
624,ferreteria-y-autos-li,Generador Planta De Luz Portatil A Gasolina Bifasico Hyundai ,"$5,394MXN","$6,499",$426 mensuales con  Crédito 
625,ferreteria-y-autos-li,BOILER DEPOSITO GAS LP 40L 1.5 SERVICIOS ENCENDIDO PIEZOELÉCTRICO GUARDIAN ,"$3,213MXN","$3,780",$254 mensuales con  Crédito 
626,ferreteria-y-autos-li,Escalera de Extensión de Aluminio de 24 Escalones Tipo II Uso Profesional Cuprum,"$5,249MXN","$6,999",$415 mensuales con  Crédito 
627,ferreteria-y-autos-li,"Tinaco 1100 L Beige c/accesorios, Envío Zona Metropolitana ","$3,131MXN",0,$248 mensuales con  Crédito 
628,ferreteria-y-autos-li,Sierra de Banco 10'' Modelo 21807 Craftsman,"$13,739MXN","$22,899",$1085 mensuales con  Crédito 
629,ferreteria-y-autos-li,Llanta 195/65R15 Michelin Primacy 4 95H ,"$3,097MXN",0,$245 mensuales con  Crédito 
630,ferreteria-y-autos-li,Aspiradora Koblenz PV-1800 Titanium II 1800W END8**,"$2,819MXN","$4,999",$223 mensuales con  Crédito 
631,salud-belleza-y-cuidado-personal-li,Toppik Fibra Capilar Cosmética Dark Brown,"$1,168MXN","$1,375",$93 mensuales con  Crédito 
632,salud-belleza-y-cuidado-personal-li,Skindion Dispositivo de Rejuvenecimiento Facial con Microcorriente Reductor de Arrugas y Tonificación Facial,"$1,499MXN","$1,800",$119 mensuales con  Crédito 
633,salud-belleza-y-cuidado-personal-li,Colchon Masajeador Calor Cuerpo Completo 9 Motores Relajante Terapia ,$719MXN,"$1,699",$57 mensuales con  Crédito 
634,salud-belleza-y-cuidado-personal-li,Polaris Nr02,$624MXN,$735,$50 mensuales con  Crédito 
635,salud-belleza-y-cuidado-personal-li,Secadora Dyson Supersonic Tm Hair Dryer Azul/ Blush Pink,"$8,827MXN","$15,999",$697 mensuales con  Crédito 
636,salud-belleza-y-cuidado-personal-li,Toppik Fibra Capilar Cosmética Black,"$1,168MXN","$1,375",$93 mensuales con  Crédito 
637,salud-belleza-y-cuidado-personal-li,Sillon Barbero Peluqueria Silla Barberia Estetica Stay Elit,"$7,099MXN","$7,999",$561 mensuales con  Crédito 
638,salud-belleza-y-cuidado-personal-li,Perfume de Hombre Club De Nuit Intense Eau De Toilette 105ml,$845MXN,"$1,069",$67 mensuales con  Crédito 
639,salud-belleza-y-cuidado-personal-li,Cepillo Eléctrico E/6 Oral-B Pro S,"$1,586MXN","$1,867",$126 mensuales con  Crédito 
640,salud-belleza-y-cuidado-personal-li,Sillon Barbero Peluqueria Silla Barberia Estetica Stay Elit Café,"$6,299MXN","$7,999",$498 mensuales con  Crédito 
641,salud-belleza-y-cuidado-personal-li,Perfume Nautica Voyage para Hombre de Nautica 100ML,$328MXN,$999,NA
642,salud-belleza-y-cuidado-personal-li,"Secador de Pelo, 4000W Secadora de Cabello Profesional Secadoras de Pelo Potente con 2 Boquillas","$1,299MXN","$2,100",$103 mensuales con  Crédito 
643,salud-belleza-y-cuidado-personal-li,HOT 100 ML EDT SPRAY,$421MXN,$540,NA
644,salud-belleza-y-cuidado-personal-li,Flor Essence 500ml,$889MXN,$910,$71 mensuales con  Crédito 
645,salud-belleza-y-cuidado-personal-li,LACOSTE L´HOMME INTENSE 100 ML EDT,"$1,445MXN","$1,750",$115 mensuales con  Crédito 
646,salud-belleza-y-cuidado-personal-li,Skindion Dispositivo de Rejuvenecimiento Facial con Microcorriente Reductor de Arrugas y Tonificación Facial,"$1,499MXN","$1,800",$119 mensuales con  Crédito 
647,salud-belleza-y-cuidado-personal-li,Spectral Lash,"$1,015MXN","$1,195",$81 mensuales con  Crédito 
648,salud-belleza-y-cuidado-personal-li,LARINGOSCOPIO MAC SET 4 HOJAS 1 MANGO FIBRA ÓPTICA,"$3,130MXN","$3,530",$248 mensuales con  Crédito 
649,salud-belleza-y-cuidado-personal-li,Hidratante Facial Neutrogena Hydro Boost Water gel 50 g,$262MXN,$349,NA
650,salud-belleza-y-cuidado-personal-li,Perfume 212 Vip Rose Mujer Carolina Herrera 80ml,"$2,034MXN","$2,390",$161 mensuales con  Crédito 
651,salud-belleza-y-cuidado-personal-li,Silla Estética Reclinable Onof EAM Sillón Barberia Profesional Giratorio e Hidráulico,"$7,999MXN","$9,599",$632 mensuales con  Crédito 
652,salud-belleza-y-cuidado-personal-li,Secadora Azul Conair,$749MXN,"$1,499",$60 mensuales con  Crédito 
653,salud-belleza-y-cuidado-personal-li,Báscula Médica C/ Estadímetro Alta Resistencia MPS200B Fith,"$5,979MXN","$6,917.9",$472 mensuales con  Crédito 
654,salud-belleza-y-cuidado-personal-li,Toppik Fibra Capilar Cosmética Médium Brown,"$1,168MXN","$1,375",$93 mensuales con  Crédito 
655,salud-belleza-y-cuidado-personal-li,Perfume Amor Amor para Mujer de Cacharel Eau de Toilette 100ml,"$1,269MXN","$1,390",$101 mensuales con  Crédito 
656,salud-belleza-y-cuidado-personal-li,Paco Rabanne Invictus Victory Elixir Parfum 200ml,"$2,905MXN","$4,450",$230 mensuales con  Crédito 
657,salud-belleza-y-cuidado-personal-li,Soporte Tobillo Neopreno Negro M Machmedical,$92MXN,$109,NA
658,salud-belleza-y-cuidado-personal-li,Asiento De Masaje Modelo Ocuzen de Ultima Generación - Naipo ,"$5,099MXN","$5,999",$403 mensuales con  Crédito 
659,salud-belleza-y-cuidado-personal-li,Cepillo Secador Revlon Salon Oval One Step Pro Voluminizador,"$2,400MXN","$2,999",$190 mensuales con  Crédito 
660,salud-belleza-y-cuidado-personal-li,Crema post-quirurgica videlca 230 gr,$456MXN,$570,NA
661,salud-belleza-y-cuidado-personal-li,Colonia Sanborns Flor de Naranja 740ml,$240MXN,$300,NA
662,salud-belleza-y-cuidado-personal-li,Silla Facial Reclinable Cama Tatuaje Fisioterapia Sillon Spa Blanca,"$3,599MXN","$6,999",$285 mensuales con  Crédito 
663,salud-belleza-y-cuidado-personal-li,Versace Eros,"$1,336MXN","$1,603",$106 mensuales con  Crédito 
664,salud-belleza-y-cuidado-personal-li,Laura Mercier Loose Setting Powder (Polvo Traslúcido),$599MXN,$799,$48 mensuales con  Crédito 
665,salud-belleza-y-cuidado-personal-li,Masajeador de Cuerpo Entero Naipo,$799MXN,"$1,599",$64 mensuales con  Crédito 
666,salud-belleza-y-cuidado-personal-li,Silla Ruedas Neumática Asiento Acojinado Frenos S200n Handy,"$4,369MXN","$5,058.9",$345 mensuales con  Crédito 
667,salud-belleza-y-cuidado-personal-li,Fotosun UV 100 FPS +50 Solar Brush 4 g,$220MXN,$259,NA
668,salud-belleza-y-cuidado-personal-li,Crema Corporal Tratamiento Reafirmante Argán Y Jalea Real Marie D´Argan,$399MXN,$499,NA
669,salud-belleza-y-cuidado-personal-li,"Yuya - Polvo traslúcido con ingredientes naturales 16g + Paquete 6 tintas multiusos 5.5ml c/u Incluye: Párvula (Rosa), Fugaz (Fucsia), Tiempo (Bugambilia), Soledad (Salmón), Ser (Palo de Rosa), Yin Yan (Rojo)",$999MXN,"$1,248",$79 mensuales con  Crédito 
670,salud-belleza-y-cuidado-personal-li,Masaje Anticelulítico Beurer CM 50,"$1,093MXN","$2,189",$87 mensuales con  Crédito 
671,salud-belleza-y-cuidado-personal-li,FERRIONI BLUE TERRIER 100 ML EDT SPRAY,$893MXN,"$1,150",$71 mensuales con  Crédito 
672,salud-belleza-y-cuidado-personal-li,Mini Pistola de Masaje Inalámbrica Recargable Negro - Naipo ,"$2,519MXN","$2,799",$199 mensuales con  Crédito 
673,salud-belleza-y-cuidado-personal-li,Silla Cama Para Faciales Color Negro Con Banco,"$4,399MXN","$5,999",$348 mensuales con  Crédito 
674,salud-belleza-y-cuidado-personal-li,Rodillo de masaje facial 100 porciento Jade Revlon,$310MXN,$365,NA
675,salud-belleza-y-cuidado-personal-li,Flash Suero Para Pestañas 2ml.,$779MXN,$899,$62 mensuales con  Crédito 
676,salud-belleza-y-cuidado-personal-li,Máscara para pestañas Lash Paradise L'Oréal Paris,$220MXN,$289,NA
677,salud-belleza-y-cuidado-personal-li,Delineador de Ojos Revlon,$191MXN,$235,NA
678,salud-belleza-y-cuidado-personal-li,Fotosun UV 100 FPS +50 Adaptive Color 60 ml,$148MXN,$175,NA
679,salud-belleza-y-cuidado-personal-li,Delineador de Ojos Revlon,$191MXN,$235,NA
680,salud-belleza-y-cuidado-personal-li,Polvo compracto Colorstay,$255MXN,$300,NA
681,salud-belleza-y-cuidado-personal-li,Combo Secadora 2000w Plancha Cerámica Babyliss Ceramix Xtr,"$1,949MXN","$2,249",$154 mensuales con  Crédito 
682,salud-belleza-y-cuidado-personal-li,Labello Black Berry,$62MXN,$74,NA
683,salud-belleza-y-cuidado-personal-li,Rimel Negro Clásico 14g Prosa,$42MXN,$59,NA
684,salud-belleza-y-cuidado-personal-li,Tintero negro delineador 6g blister,$42MXN,$54,NA
685,salud-belleza-y-cuidado-personal-li,SET DE REGALO PARA CABALLERO ALFA ROMEO RED - PERFUME 125 ML + GEL DE BAÑO 100 ML + HIDRATANTE PARA DESPUÉS DE AFEITAR 100 ML,$895MXN,"$1,119",$71 mensuales con  Crédito 
686,salud-belleza-y-cuidado-personal-li,Polvo compracto Colorstay,$255MXN,$300,NA
687,salud-belleza-y-cuidado-personal-li,Removedor de esmalte Cutex regular 100ml.,$22MXN,$31,NA
688,salud-belleza-y-cuidado-personal-li,Cama De Masaje Portatil Spa Reclinable Estuche Profesional Mesa Negra Tatto Tatuajes,"$3,299MXN","$4,999",$261 mensuales con  Crédito 
689,salud-belleza-y-cuidado-personal-li,Pestañas Postizas Rachel Duo 102-M,$64MXN,$80,NA
690,salud-belleza-y-cuidado-personal-li,Labial Yuya Mate Bonita,$92MXN,$115,NA
691,salud-belleza-y-cuidado-personal-li,Masajeador con Infrarrojos MG80 Beurer,"$1,696MXN","$3,395",$134 mensuales con  Crédito 
692,salud-belleza-y-cuidado-personal-li,Rizador de pestañas IMP Oreid Gold Revlon,$170MXN,$209,NA
693,salud-belleza-y-cuidado-personal-li,Lavacabezas portátil BCS-142 Letmex,"$1,539MXN","$1,619",$122 mensuales con  Crédito 
694,salud-belleza-y-cuidado-personal-li,Cama De Masaje Camilla Plegable 150 kg Reclinable Fisioterapia Faciales Spa Azul Nanofort,"$1,829MXN","$4,499",$145 mensuales con  Crédito 
